X,Y
0.0,47.120030376236706
1.000277854959711,51.54989509704618
2.000555709919422,45.65246239718744
3.0008335648791333,46.03608321050885
4.001111419838844,55.40151709608074
5.001389274798555,50.56856313254666
6.001667129758267,50.824373991283096
7.001944984717978,46.56675643490154
8.002222839677689,46.44761101594086
9.0025006946374,55.03882143583225
10.00277854959711,52.89369935773345
11.003056404556823,47.50841554239139
12.003334259516533,54.979644323744864
13.003612114476244,48.40712538300803
14.003889969435956,55.49144645194809
15.004167824395667,56.20406518647506
16.004445679355378,55.14826921365294
17.00472353431509,52.40246474553653
18.0050013892748,47.91690765885001
19.00527924423451,53.2184966005172
20.00555709919422,51.68969939489194
21.005834954153933,57.9030190912604
22.006112809113645,56.66694179795572
23.006390664073354,56.28627054773849
24.006668519033067,53.846762021020396
25.00694637399278,58.330990328886706
26.007224228952488,57.899889158647696
27.0075020839122,53.20925136657196
28.007779938871913,55.50874937250609
29.00805779383162,56.401982476158395
30.008335648791334,53.29729527766052
31.008613503751043,51.186305556618706
32.008891358710756,55.53173019543175
33.00916921367047,52.47390917813693
34.00944706863018,55.22477013549524
35.009724923589886,58.31342687737471
36.0100027785496,55.27135824856851
37.01028063350931,51.04164401801216
38.01055848846902,53.05952344162955
39.010836343428736,53.687967326786534
40.01111419838844,55.09611235793595
41.01139205334815,55.91208904898036
42.011669908307866,59.32585589616543
43.01194776326758,55.33303653504264
44.01222561822729,58.2964753359294
45.012503473187,52.053900049320276
46.01278132814671,56.39845138118366
47.01305918310642,53.40455675685742
48.01333703806613,55.241730975497255
49.013614893025846,61.67728500478302
50.01389274798556,52.959672210649614
51.01417060294526,53.59902726135549
52.014448457904976,54.78767958331947
53.01472631286469,62.02980977551147
54.0150041678244,59.194374907339416
55.01528202278411,53.972169195671846
56.015559877743826,57.26019236219582
57.01583773270353,53.69622123356495
58.01611558766324,61.15515855436103
59.016393442622956,56.76811826251077
60.01667129758267,62.41474528080077
61.01694915254238,61.77137582841307
62.017227007502086,61.48514552308517
63.0175048624618,59.146350261068605
64.01778271742151,60.478104295390885
65.01806057238122,56.874895432893176
66.01833842734094,59.5765110591596
67.01861628230064,55.116006934812766
68.01889413726036,57.62877964459321
69.01917199222007,55.26419935593698
70.01944984717977,57.13675107603895
71.01972770213949,62.01274015379879
72.0200055570992,63.06906077653072
73.02028341205892,62.61905583412414
74.02056126701862,59.71941222997421
75.02083912197833,63.79488626297341
76.02111697693805,63.164813960405056
77.02139483189775,57.16709811754692
78.02167268685747,65.53394795960088
79.02195054181718,57.759676951064904
80.02222839677688,65.17270959916043
81.0225062517366,64.80862065611866
82.0227841066963,66.0873415203239
83.02306196165603,62.18458463394426
84.02333981661573,63.5906329141057
85.02361767157545,61.04411017799207
86.02389552653516,63.07972905572595
87.02417338149486,66.88164040319998
88.02445123645458,59.09675020421085
89.02472909141429,59.822772811385086
90.025006946374,60.68150750652937
91.02528480133371,63.97065364246564
92.02556265629342,62.41548027846418
93.02584051125314,58.578062594733545
94.02611836621284,61.960091558057016
95.02639622117256,59.456887728102245
96.02667407613227,63.41521928670241
97.02695193109197,66.03542914389864
98.02722978605169,59.78375656279011
99.0275076410114,63.88548653616257
100.02778549597112,65.43624054495827
101.02806335093082,59.485699852148954
102.02834120589053,66.20509494451808
103.02861906085025,64.6244177312561
104.02889691580995,67.82767565381045
105.02917477076967,62.07718342579724
106.02945262572938,66.20570417769628
107.02973048068908,69.07542543545112
108.0300083356488,64.54473998270132
109.0302861906085,61.19907858661383
110.03056404556823,67.91084195359792
111.03084190052793,63.818012096832746
112.03111975548765,61.573511249739326
113.03139761044736,65.2136417397065
114.03167546540706,68.54133888113535
115.03195332036678,69.12144379757031
116.03223117532649,61.099221106763096
117.0325090302862,64.42126502379129
118.03278688524591,62.453749807515166
119.03306474020562,62.91870177627007
120.03334259516534,66.29816082529081
121.03362045012504,62.20409879559358
122.03389830508476,66.03985039691945
123.03417616004447,62.87702981575827
124.03445401500417,65.7601198253504
125.03473186996389,63.21073395948917
126.0350097249236,70.9812160245937
127.03528757988332,64.650727391748
128.03556543484302,62.294876288768386
129.03584328980273,64.85808520227714
130.03612114476243,71.38504327549448
131.03639899972217,70.04750564020517
132.03667685468187,63.64625370469845
133.03695470964158,72.59344776765448
134.03723256460128,65.1463830125817
135.037510419561,67.32184548608873
136.03778827452072,65.35067419925707
137.03806612948043,70.78635061545057
138.03834398444013,66.8714819723707
139.03862183939984,72.65254239149034
140.03889969435954,66.88498556140146
141.03917754931928,73.45383604436711
142.03945540427898,73.92077498545625
143.0397332592387,70.4281374129944
144.0400111141984,64.30043007486611
145.0402889691581,72.92975305196484
146.04056682411783,71.28459202209018
147.04084467907754,64.69557438076308
148.04112253403724,73.98277812257311
149.04140038899695,69.62464163173587
150.04167824395665,67.22411357237195
151.0419560989164,71.93009261495361
152.0422339538761,68.38910928874114
153.0425118088358,68.42848602014426
154.0427896637955,73.61735926265384
155.0430675187552,74.33546809906237
156.04334537371494,71.09219006863748
157.04362322867465,68.2839573375553
158.04390108363435,70.18382817558918
159.04417893859406,71.69811408345237
160.04445679355376,72.28958099738935
161.0447346485135,69.24134586662863
162.0450125034732,71.17429128479756
163.0452903584329,68.3989462323414
164.0455682133926,67.36728728208297
165.04584606835235,72.53150247730575
166.04612392331205,67.30812779183444
167.04640177827176,75.07728795117652
168.04667963323146,68.0095881616822
169.04695748819117,72.19450332191504
170.0472353431509,69.00791622300045
171.0475131981106,76.2561315614029
172.0477910530703,76.88195612439594
173.04806890803002,74.7318313948821
174.04834676298972,71.90172484242275
175.04862461794946,67.99729094451699
176.04890247290916,69.8153560024586
177.04918032786887,77.26638277429466
178.04945818282857,69.34130768251147
179.04973603778828,77.7572131635929
180.050013892748,69.65017375310495
181.05029174770772,73.80907336679995
182.05056960266742,72.74933403171495
183.05084745762713,71.27894196932367
184.05112531258683,70.91354815596183
185.05140316754657,75.16325088495549
186.05168102250627,76.80516753093006
187.05195887746598,71.5090280247507
188.05223673242568,74.31089854137629
189.0525145873854,74.88139402819812
190.05279244234512,70.85568585156739
191.05307029730483,72.40410626286834
192.05334815226453,77.6116618627764
193.05362600722424,79.1339290685225
194.05390386218394,76.11974415940638
195.05418171714368,73.9275130393197
196.05445957210338,70.29062559436612
197.0547374270631,71.71682593783437
198.0550152820228,76.1154512919548
199.0552931369825,72.79961532905882
200.05557099194223,72.701232712627
201.05584884690194,74.21343439446083
202.05612670186164,70.98288090678085
203.05640455682135,74.74661778090747
204.05668241178105,71.96383178218323
205.0569602667408,79.15155606306729
206.0572381217005,76.00217347195654
207.0575159766602,74.86479653064369
208.0577938316199,78.48524946633073
209.0580716865796,80.94550590044923
210.05834954153934,78.05055021946956
211.05862739649905,74.6500445875979
212.05890525145875,80.26064478397954
213.05918310641846,74.62044146724962
214.05946096137816,80.19071296159771
215.0597388163379,74.44398247151473
216.0600166712976,72.72269794160381
217.0602945262573,81.95935908230598
218.060572381217,80.98009050440923
219.06085023617672,81.60064694234042
220.06112809113645,79.94284106146671
221.06140594609616,79.5825681725309
222.06168380105586,79.70410839380028
223.06196165601557,77.1290554156552
224.0622395109753,81.70407053079875
225.062517365935,81.01920647069895
226.0627952208947,74.73881796375133
227.06307307585442,76.58681793338249
228.06335093081412,82.42081213874562
229.06362878577386,81.25481478215153
230.06390664073356,81.88292717134439
231.06418449569327,79.23760287086665
232.06446235065297,82.04230321520944
233.06474020561268,78.00532346721903
234.0650180605724,82.90651166280409
235.06529591553212,82.0589661602571
236.06557377049182,82.29936175312432
237.06585162545153,80.8352818164903
238.06612948041123,80.70287352103215
239.06640733537097,74.94535626174257
240.06668519033067,78.96306403675709
241.06696304529038,80.82160774373264
242.06724090025008,79.06952339728596
243.0675187552098,79.27048849658814
244.06779661016952,82.87099579785847
245.06807446512923,78.49647443594101
246.06835232008893,78.41554991417343
247.06863017504864,83.57795639331398
248.06890803000834,79.07452568084389
249.06918588496808,80.87585348324316
250.06946373992778,75.65260885855065
251.0697415948875,76.9506747314688
252.0700194498472,78.05234517257162
253.0702973048069,82.23936683565186
254.07057515976663,78.78753433998266
255.07085301472634,84.77937583136229
256.07113086968604,76.92039819513302
257.0714087246458,79.38870997071801
258.07168657960545,84.41873542072138
259.0719644345652,85.35190464588862
260.07224228952487,82.61297965100722
261.0725201444846,78.09641763303607
262.07279799944433,76.93886029558082
263.073075854404,83.15710132215379
264.07335370936374,82.11558175391733
265.0736315643234,81.12526755299787
266.07390941928315,81.07163057952046
267.0741872742429,79.55207097062456
268.07446512920257,86.45749774878584
269.0747429841623,84.90829218870029
270.075020839122,78.33336577383204
271.0752986940817,83.1806817783726
272.07557654904144,78.29299884830534
273.0758544040011,84.89096866026186
274.07613225896085,86.6724733514058
275.07641011392053,80.66681717518495
276.07668796888026,79.99286299732151
277.07696582384,77.98488638940718
278.0772436787997,87.77068681461347
279.0775215337594,88.08637699168852
280.0777993887191,80.1900441639923
281.0780772436788,80.66192895700277
282.07835509863855,83.68706179146572
283.07863295359823,83.99953291571367
284.07891080855796,87.36414222314957
285.07918866351764,81.54129204001721
286.0794665184774,83.20849444772696
287.0797443734371,80.60814137961552
288.0800222283968,79.96452170929777
289.0803000833565,84.61298675508367
290.0805779383162,84.57163449702932
291.08085579327593,87.05972303743333
292.08113364823566,79.12884433497707
293.08141150319534,80.40015592364739
294.0816893581551,85.70355819266692
295.08196721311475,86.68015698574223
296.0822450680745,81.85959965374444
297.0825229230342,84.00562472262897
298.0828007779939,80.80950776529757
299.08307863295363,88.88919797086925
300.0833564879133,84.95705895124246
301.08363434287304,82.5101222343457
302.0839121978328,86.1837436623775
303.08419005279245,85.89636751600464
304.0844679077522,81.80785450072837
305.08474576271186,83.72730785277555
306.0850236176716,89.20019596956413
307.08530147263133,87.66237443053943
308.085579327591,80.92998345395172
309.08585718255074,81.47641663867346
310.0861350375104,83.15105714618912
311.08641289247015,84.9490812049528
312.0866907474299,88.8430469774856
313.08696860238956,86.60103499562112
314.0872464573493,88.43929453638833
315.087524312309,84.34202802303128
316.0878021672687,82.37155382177247
317.08808002222844,85.82596003010836
318.0883578771881,87.50766992700488
319.08863573214785,89.34828024195663
320.0889135871075,83.18286190746306
321.08919144206726,81.93368345526764
322.089469297027,86.96930742328455
323.08974715198667,83.19205473481955
324.0900250069464,81.47462730678961
325.09030286190614,88.16120675547477
326.0905807168658,81.85602771586306
327.09085857182555,90.147321967511
328.0911364267852,81.67303824834713
329.09141428174496,89.78747003615473
330.0916921367047,85.53859100995673
331.09196999166437,83.80429566834324
332.0922478466241,87.41822895128772
